journey_minutes,time_of_day,direction,target_city,target_city_name
85,1,1,0,Kekirawa
206,2,1,3,Colombo
255,3,0,3,Anuradhapura
85,1,1,0,Kekirawa
80,0,1,0,Kekirawa
113,3,1,1,Dambulla
196,1,1,3,Colombo
179,0,0,1,Dambulla
139,0,1,2,Kurunegala
175,0,0,1,Dambulla
166,2,0,1,Dambulla
202,1,0,2,Kekirawa
201,1,1,3,Colombo
175,3,0,1,Dambulla
264,0,0,3,Anuradhapura
113,0,1,1,Dambulla
203,1,1,3,Colombo
84,2,1,0,Kekirawa
87,0,1,0,Kekirawa
139,1,1,2,Kurunegala
167,2,0,1,Dambulla
177,1,0,1,Dambulla
136,1,1,2,Kurunegala
149,3,1,2,Kurunegala
207,1,0,2,Kekirawa
114,1,1,1,Dambulla
169,0,0,1,Dambulla
81,2,0,0,Kurunegala
140,3,1,2,Kurunegala
88,2,0,0,Kurunegala
169,0,0,1,Dambulla
259,1,0,3,Anuradhapura
172,2,0,1,Dambulla
170,0,0,1,Dambulla
115,3,1,1,Dambulla
255,0,0,3,Anuradhapura
80,2,1,0,Kekirawa
267,0,0,3,Anuradhapura
79,0,1,0,Kekirawa
206,1,0,2,Kekirawa
76,1,0,0,Kurunegala
139,3,1,2,Kurunegala
171,0,0,1,Dambulla
76,3,0,0,Kurunegala
178,1,0,1,Dambulla
82,1,0,0,Kurunegala
264,1,0,3,Anuradhapura
195,1,0,2,Kekirawa
89,2,0,0,Kurunegala
255,1,0,3,Anuradhapura
207,0,1,3,Colombo
196,1,0,2,Kekirawa
167,1,0,1,Dambulla
76,3,0,0,Kurunegala
207,3,1,3,Colombo
256,2,0,3,Anuradhapura
204,0,1,3,Colombo
205,1,1,3,Colombo
206,1,0,2,Kekirawa
141,0,1,2,Kurunegala
135,0,1,2,Kurunegala
175,2,0,1,Dambulla
141,0,1,2,Kurunegala
79,3,0,0,Kurunegala
81,0,0,0,Kurunegala
206,2,0,2,Kekirawa
87,2,0,0,Kurunegala
143,1,1,2,Kurunegala
172,1,0,1,Dambulla
76,3,1,0,Kekirawa
171,0,0,1,Dambulla
199,1,0,2,Kekirawa
75,1,0,0,Kurunegala
261,2,0,3,Anuradhapura
169,2,0,1,Dambulla
178,0,0,1,Dambulla
142,2,1,2,Kurunegala
83,0,1,0,Kekirawa
75,3,0,0,Kurunegala
196,2,1,3,Colombo
87,0,1,0,Kekirawa
142,1,1,2,Kurunegala
142,3,1,2,Kurunegala
195,2,1,3,Colombo
259,3,0,3,Anuradhapura
196,0,1,3,Colombo
197,1,0,2,Kekirawa
81,3,0,0,Kurunegala
82,1,0,0,Kurunegala
255,1,0,3,Anuradhapura
265,0,0,3,Anuradhapura
86,2,0,0,Kurunegala
146,0,1,2,Kurunegala
106,3,1,1,Dambulla
88,1,1,0,Kekirawa
165,1,0,1,Dambulla
89,1,0,0,Kurunegala
198,3,1,3,Colombo
139,0,1,2,Kurunegala
77,1,1,0,Kekirawa
265,3,0,3,Anuradhapura
165,1,0,1,Dambulla
86,3,1,0,Kekirawa
209,2,0,2,Kekirawa
146,3,1,2,Kurunegala
86,0,0,0,Kurunegala
268,0,0,3,Anuradhapura
169,1,0,1,Dambulla
89,0,0,0,Kurunegala
199,3,1,3,Colombo
265,3,0,3,Anuradhapura
85,1,0,0,Kurunegala
107,0,1,1,Dambulla
85,3,1,0,Kekirawa
116,2,1,1,Dambulla
203,2,1,3,Colombo
199,3,1,3,Colombo
77,3,1,0,Kekirawa
110,1,1,1,Dambulla
114,1,1,1,Dambulla
174,1,0,1,Dambulla
149,1,1,2,Kurunegala
76,3,1,0,Kekirawa
84,3,1,0,Kekirawa
143,0,1,2,Kurunegala
269,0,0,3,Anuradhapura
115,2,1,1,Dambulla
116,1,1,1,Dambulla
105,3,1,1,Dambulla
255,0,0,3,Anuradhapura
179,3,0,1,Dambulla
110,3,1,1,Dambulla
209,1,1,3,Colombo
261,0,0,3,Anuradhapura
87,2,1,0,Kekirawa
207,0,1,3,Colombo
198,2,1,3,Colombo
79,0,0,0,Kurunegala
77,3,1,0,Kekirawa
77,0,1,0,Kekirawa
171,0,0,1,Dambulla
202,2,0,2,Kekirawa
197,2,0,2,Kekirawa
115,2,1,1,Dambulla
140,0,1,2,Kurunegala
169,1,0,1,Dambulla
176,2,0,1,Dambulla
144,2,1,2,Kurunegala
87,3,0,0,Kurunegala
84,0,1,0,Kekirawa
174,1,0,1,Dambulla
113,0,1,1,Dambulla
202,2,1,3,Colombo
108,2,1,1,Dambulla
107,1,1,1,Dambulla
259,3,0,3,Anuradhapura
195,0,0,2,Kekirawa
199,2,0,2,Kekirawa
86,1,0,0,Kurunegala
75,3,0,0,Kurunegala
140,3,1,2,Kurunegala
83,0,1,0,Kekirawa
77,0,1,0,Kekirawa
269,0,0,3,Anuradhapura
146,3,1,2,Kurunegala
88,1,0,0,Kurunegala
165,0,0,1,Dambulla
86,1,0,0,Kurunegala
141,2,1,2,Kurunegala
179,0,0,1,Dambulla
172,3,0,1,Dambulla
178,3,0,1,Dambulla
85,3,1,0,Kekirawa
83,0,0,0,Kurunegala
169,2,0,1,Dambulla
85,3,0,0,Kurunegala
200,0,0,2,Kekirawa
106,3,1,1,Dambulla
88,1,0,0,Kurunegala
112,2,1,1,Dambulla
136,3,1,2,Kurunegala
165,1,0,1,Dambulla
76,3,1,0,Kekirawa
172,2,0,1,Dambulla
200,0,1,3,Colombo
207,1,0,2,Kekirawa
77,2,0,0,Kurunegala
179,0,0,1,Dambulla
78,3,1,0,Kekirawa
206,2,0,2,Kekirawa
205,0,1,3,Colombo
144,3,1,2,Kurunegala
82,2,0,0,Kurunegala
86,3,1,0,Kekirawa
83,1,1,0,Kekirawa
195,3,1,3,Colombo
262,1,0,3,Anuradhapura
198,0,1,3,Colombo
105,0,1,1,Dambulla
80,3,1,0,Kekirawa
149,2,1,2,Kurunegala
263,2,0,3,Anuradhapura
264,3,0,3,Anuradhapura
263,3,0,3,Anuradhapura
167,3,0,1,Dambulla
142,0,1,2,Kurunegala
80,3,0,0,Kurunegala
86,0,0,0,Kurunegala
79,0,0,0,Kurunegala
140,2,1,2,Kurunegala
107,1,1,1,Dambulla
264,2,0,3,Anuradhapura
208,2,0,2,Kekirawa
206,1,0,2,Kekirawa
117,1,1,1,Dambulla
145,1,1,2,Kurunegala
110,1,1,1,Dambulla
149,2,1,2,Kurunegala
119,2,1,1,Dambulla
108,1,1,1,Dambulla
267,2,0,3,Anuradhapura
111,3,1,1,Dambulla
135,1,1,2,Kurunegala
166,3,0,1,Dambulla
165,2,0,1,Dambulla
204,2,1,3,Colombo
266,2,0,3,Anuradhapura
208,0,1,3,Colombo
170,3,0,1,Dambulla
201,1,1,3,Colombo
200,1,0,2,Kekirawa
205,0,1,3,Colombo
106,2,1,1,Dambulla
117,0,1,1,Dambulla
208,3,0,2,Kekirawa
88,3,1,0,Kekirawa
259,0,0,3,Anuradhapura
139,1,1,2,Kurunegala
173,0,0,1,Dambulla
205,1,0,2,Kekirawa
85,1,1,0,Kekirawa
195,0,1,3,Colombo
204,3,0,2,Kekirawa
146,3,1,2,Kurunegala
267,2,0,3,Anuradhapura
255,3,0,3,Anuradhapura
258,0,0,3,Anuradhapura
83,3,0,0,Kurunegala
175,2,0,1,Dambulla
145,3,1,2,Kurunegala
114,2,1,1,Dambulla
89,3,0,0,Kurunegala
82,3,0,0,Kurunegala
265,1,0,3,Anuradhapura
175,2,0,1,Dambulla
148,3,1,2,Kurunegala
106,2,1,1,Dambulla
81,2,1,0,Kekirawa
117,1,1,1,Dambulla
80,2,1,0,Kekirawa
114,3,1,1,Dambulla
141,2,1,2,Kurunegala
206,0,1,3,Colombo
110,2,1,1,Dambulla
111,2,1,1,Dambulla
116,1,1,1,Dambulla
88,1,1,0,Kekirawa
175,3,0,1,Dambulla
170,0,0,1,Dambulla
143,2,1,2,Kurunegala
149,1,1,2,Kurunegala
263,0,0,3,Anuradhapura
167,1,0,1,Dambulla
203,1,0,2,Kekirawa
209,0,0,2,Kekirawa
198,3,0,2,Kekirawa
199,2,1,3,Colombo
86,0,0,0,Kurunegala
87,1,0,0,Kurunegala
175,2,0,1,Dambulla
258,3,0,3,Anuradhapura
258,2,0,3,Anuradhapura
80,2,1,0,Kekirawa
137,0,1,2,Kurunegala
268,1,0,3,Anuradhapura
209,0,0,2,Kekirawa
208,3,1,3,Colombo
111,3,1,1,Dambulla
263,1,0,3,Anuradhapura
167,3,0,1,Dambulla
149,0,1,2,Kurunegala
119,3,1,1,Dambulla
265,1,0,3,Anuradhapura
80,3,1,0,Kekirawa
114,1,1,1,Dambulla
207,1,1,3,Colombo
207,2,1,3,Colombo
262,1,0,3,Anuradhapura
174,3,0,1,Dambulla
198,0,0,2,Kekirawa
106,2,1,1,Dambulla
81,2,1,0,Kekirawa
208,1,1,3,Colombo
77,3,0,0,Kurunegala
76,0,1,0,Kekirawa
81,0,0,0,Kurunegala
208,3,0,2,Kekirawa
208,0,0,2,Kekirawa
83,2,0,0,Kurunegala
76,1,0,0,Kurunegala
203,2,0,2,Kekirawa
77,3,0,0,Kurunegala
209,2,1,3,Colombo
85,3,0,0,Kurunegala
105,3,1,1,Dambulla
145,1,1,2,Kurunegala
78,0,0,0,Kurunegala
267,2,0,3,Anuradhapura
257,2,0,3,Anuradhapura
171,0,0,1,Dambulla
149,3,1,2,Kurunegala
208,1,0,2,Kekirawa
84,2,1,0,Kekirawa
170,0,0,1,Dambulla
87,3,1,0,Kekirawa
108,3,1,1,Dambulla
148,2,1,2,Kurunegala
106,3,1,1,Dambulla
140,0,1,2,Kurunegala
75,3,0,0,Kurunegala
195,3,1,3,Colombo
106,1,1,1,Dambulla
114,0,1,1,Dambulla
86,0,0,0,Kurunegala
258,1,0,3,Anuradhapura
204,2,0,2,Kekirawa
201,0,1,3,Colombo
171,0,0,1,Dambulla
261,3,0,3,Anuradhapura
148,2,1,2,Kurunegala
262,3,0,3,Anuradhapura
75,1,0,0,Kurunegala
116,0,1,1,Dambulla
174,2,0,1,Dambulla
205,1,0,2,Kekirawa
82,2,1,0,Kekirawa
174,3,0,1,Dambulla
107,2,1,1,Dambulla
174,3,0,1,Dambulla
89,3,1,0,Kekirawa
141,1,1,2,Kurunegala
85,0,0,0,Kurunegala
85,0,0,0,Kurunegala
136,3,1,2,Kurunegala
196,2,1,3,Colombo
87,2,0,0,Kurunegala
79,3,0,0,Kurunegala
203,3,1,3,Colombo
204,3,0,2,Kekirawa
198,1,0,2,Kekirawa
195,2,1,3,Colombo
203,2,0,2,Kekirawa
200,0,0,2,Kekirawa
139,0,1,2,Kurunegala
118,0,1,1,Dambulla
266,3,0,3,Anuradhapura
106,0,1,1,Dambulla
119,2,1,1,Dambulla
209,1,1,3,Colombo
208,2,0,2,Kekirawa
108,1,1,1,Dambulla
256,3,0,3,Anuradhapura
264,2,0,3,Anuradhapura
83,3,1,0,Kekirawa
260,0,0,3,Anuradhapura
200,2,1,3,Colombo
113,0,1,1,Dambulla
195,2,1,3,Colombo
201,2,0,2,Kekirawa
140,1,1,2,Kurunegala
195,0,0,2,Kekirawa
209,0,0,2,Kekirawa
105,3,1,1,Dambulla
203,3,0,2,Kekirawa
89,1,1,0,Kekirawa
78,1,1,0,Kekirawa
171,3,0,1,Dambulla
78,1,1,0,Kekirawa
85,1,0,0,Kurunegala
78,1,0,0,Kurunegala
173,2,0,1,Dambulla
105,0,1,1,Dambulla
75,2,0,0,Kurunegala
80,3,1,0,Kekirawa
78,3,1,0,Kekirawa
118,3,1,1,Dambulla
141,3,1,2,Kurunegala
82,3,1,0,Kekirawa
178,2,0,1,Dambulla
79,0,1,0,Kekirawa
140,0,1,2,Kurunegala
86,1,0,0,Kurunegala
79,0,1,0,Kekirawa
76,2,1,0,Kekirawa
76,3,1,0,Kekirawa
174,3,0,1,Dambulla
75,2,0,0,Kurunegala
143,3,1,2,Kurunegala
83,0,1,0,Kekirawa
165,2,0,1,Dambulla
77,0,0,0,Kurunegala
204,0,1,3,Colombo
167,2,0,1,Dambulla
107,0,1,1,Dambulla
209,2,1,3,Colombo
79,1,1,0,Kekirawa
77,1,1,0,Kekirawa
115,1,1,1,Dambulla
178,1,0,1,Dambulla
201,2,1,3,Colombo
201,2,0,2,Kekirawa
198,2,0,2,Kekirawa
175,0,0,1,Dambulla
82,3,0,0,Kurunegala
82,3,0,0,Kurunegala
119,0,1,1,Dambulla
109,0,1,1,Dambulla
86,2,0,0,Kurunegala
203,2,0,2,Kekirawa
257,3,0,3,Anuradhapura
82,1,0,0,Kurunegala
80,1,0,0,Kurunegala
173,2,0,1,Dambulla
199,0,1,3,Colombo
76,2,1,0,Kekirawa
145,2,1,2,Kurunegala
206,1,1,3,Colombo
172,2,0,1,Dambulla
268,1,0,3,Anuradhapura
262,3,0,3,Anuradhapura
141,1,1,2,Kurunegala
205,0,0,2,Kekirawa
80,2,1,0,Kekirawa
207,3,0,2,Kekirawa
209,0,0,2,Kekirawa
115,0,1,1,Dambulla
147,2,1,2,Kurunegala
80,0,1,0,Kekirawa
77,0,0,0,Kurunegala
209,1,0,2,Kekirawa
83,1,0,0,Kurunegala
135,0,1,2,Kurunegala
196,0,1,3,Colombo
171,0,0,1,Dambulla
77,0,0,0,Kurunegala
177,0,0,1,Dambulla
195,2,1,3,Colombo
200,1,1,3,Colombo
139,2,1,2,Kurunegala
82,0,0,0,Kurunegala
78,3,1,0,Kekirawa
255,0,0,3,Anuradhapura
197,2,1,3,Colombo
206,2,0,2,Kekirawa
177,0,0,1,Dambulla
114,1,1,1,Dambulla
145,1,1,2,Kurunegala
84,1,0,0,Kurunegala
114,3,1,1,Dambulla
111,2,1,1,Dambulla
76,0,0,0,Kurunegala
113,2,1,1,Dambulla
78,1,0,0,Kurunegala
105,0,1,1,Dambulla
172,3,0,1,Dambulla
263,2,0,3,Anuradhapura
107,2,1,1,Dambulla
82,1,0,0,Kurunegala
145,2,1,2,Kurunegala
119,3,1,1,Dambulla
261,3,0,3,Anuradhapura
201,0,0,2,Kekirawa
84,1,0,0,Kurunegala
202,1,0,2,Kekirawa
80,1,1,0,Kekirawa
115,2,1,1,Dambulla
76,2,1,0,Kekirawa
205,0,1,3,Colombo
86,3,1,0,Kekirawa
266,2,0,3,Anuradhapura
77,0,0,0,Kurunegala
81,0,0,0,Kurunegala
77,3,0,0,Kurunegala
89,0,1,0,Kekirawa
145,1,1,2,Kurunegala
140,3,1,2,Kurunegala
110,1,1,1,Dambulla
75,1,1,0,Kekirawa
83,0,1,0,Kekirawa
77,3,1,0,Kekirawa
269,0,0,3,Anuradhapura
167,2,0,1,Dambulla
77,3,1,0,Kekirawa
168,1,0,1,Dambulla
107,0,1,1,Dambulla
257,0,0,3,Anuradhapura
144,3,1,2,Kurunegala
170,1,0,1,Dambulla
200,2,0,2,Kekirawa
168,1,0,1,Dambulla
209,2,0,2,Kekirawa
85,3,0,0,Kurunegala
168,0,0,1,Dambulla
108,0,1,1,Dambulla
206,2,0,2,Kekirawa
201,3,1,3,Colombo
172,0,0,1,Dambulla
261,2,0,3,Anuradhapura
135,1,1,2,Kurunegala
86,1,0,0,Kurunegala
258,2,0,3,Anuradhapura
110,3,1,1,Dambulla
80,0,1,0,Kekirawa
169,2,0,1,Dambulla
203,0,1,3,Colombo
143,3,1,2,Kurunegala
255,0,0,3,Anuradhapura
207,0,0,2,Kekirawa
176,1,0,1,Dambulla
197,1,1,3,Colombo
172,1,0,1,Dambulla
195,0,1,3,Colombo
202,0,0,2,Kekirawa
84,2,0,0,Kurunegala
142,1,1,2,Kurunegala
179,2,0,1,Dambulla
111,2,1,1,Dambulla
139,3,1,2,Kurunegala
202,1,0,2,Kekirawa
200,2,1,3,Colombo
258,0,0,3,Anuradhapura
86,3,1,0,Kekirawa
177,3,0,1,Dambulla
147,2,1,2,Kurunegala
78,0,0,0,Kurunegala
204,3,1,3,Colombo
135,1,1,2,Kurunegala
119,3,1,1,Dambulla
197,1,0,2,Kekirawa
83,2,1,0,Kekirawa
200,3,1,3,Colombo
257,3,0,3,Anuradhapura
195,2,0,2,Kekirawa
77,1,0,0,Kurunegala
166,3,0,1,Dambulla
89,3,1,0,Kekirawa
207,3,0,2,Kekirawa
209,3,1,3,Colombo
255,0,0,3,Anuradhapura
196,2,1,3,Colombo
199,2,1,3,Colombo
262,2,0,3,Anuradhapura
179,3,0,1,Dambulla
206,2,0,2,Kekirawa
205,2,1,3,Colombo
257,3,0,3,Anuradhapura
111,1,1,1,Dambulla
204,2,0,2,Kekirawa
201,3,0,2,Kekirawa
117,0,1,1,Dambulla
85,0,1,0,Kekirawa
80,1,0,0,Kurunegala
83,0,1,0,Kekirawa
198,0,1,3,Colombo
262,2,0,3,Anuradhapura
83,3,0,0,Kurunegala
263,0,0,3,Anuradhapura
145,0,1,2,Kurunegala
257,2,0,3,Anuradhapura
267,1,0,3,Anuradhapura
256,0,0,3,Anuradhapura
198,2,0,2,Kekirawa
177,2,0,1,Dambulla
77,0,0,0,Kurunegala
269,3,0,3,Anuradhapura
205,3,1,3,Colombo
81,2,1,0,Kekirawa
136,0,1,2,Kurunegala
143,2,1,2,Kurunegala
138,3,1,2,Kurunegala
263,2,0,3,Anuradhapura
197,3,1,3,Colombo
148,1,1,2,Kurunegala
255,1,0,3,Anuradhapura
201,1,0,2,Kekirawa
84,3,1,0,Kekirawa
176,2,0,1,Dambulla
80,0,0,0,Kurunegala
203,3,1,3,Colombo
175,2,0,1,Dambulla
261,3,0,3,Anuradhapura
202,1,0,2,Kekirawa
83,0,0,0,Kurunegala
202,2,0,2,Kekirawa
105,2,1,1,Dambulla
137,1,1,2,Kurunegala
166,2,0,1,Dambulla
107,3,1,1,Dambulla
202,0,0,2,Kekirawa
105,3,1,1,Dambulla
136,1,1,2,Kurunegala
79,2,0,0,Kurunegala
262,0,0,3,Anuradhapura
114,2,1,1,Dambulla
196,0,0,2,Kekirawa
79,3,1,0,Kekirawa
260,2,0,3,Anuradhapura
202,1,0,2,Kekirawa
260,3,0,3,Anuradhapura
112,1,1,1,Dambulla
78,2,1,0,Kekirawa
203,1,0,2,Kekirawa
201,2,0,2,Kekirawa
209,3,1,3,Colombo
77,2,1,0,Kekirawa
79,0,1,0,Kekirawa
207,1,0,2,Kekirawa
82,1,0,0,Kurunegala
108,2,1,1,Dambulla
147,3,1,2,Kurunegala
171,2,0,1,Dambulla
119,3,1,1,Dambulla
140,0,1,2,Kurunegala
78,0,0,0,Kurunegala
259,3,0,3,Anuradhapura
141,2,1,2,Kurunegala
114,0,1,1,Dambulla
198,1,1,3,Colombo
81,0,1,0,Kekirawa
176,2,0,1,Dambulla
105,1,1,1,Dambulla
86,2,1,0,Kekirawa
196,2,1,3,Colombo
165,2,0,1,Dambulla
264,1,0,3,Anuradhapura
82,3,1,0,Kekirawa
106,3,1,1,Dambulla
86,2,0,0,Kurunegala
106,3,1,1,Dambulla
147,0,1,2,Kurunegala
177,3,0,1,Dambulla
148,3,1,2,Kurunegala
265,3,0,3,Anuradhapura
78,0,0,0,Kurunegala
197,2,1,3,Colombo
108,1,1,1,Dambulla
171,0,0,1,Dambulla
260,3,0,3,Anuradhapura
209,0,0,2,Kekirawa
82,1,0,0,Kurunegala
269,0,0,3,Anuradhapura
264,1,0,3,Anuradhapura
198,2,0,2,Kekirawa
206,2,0,2,Kekirawa
173,3,0,1,Dambulla
264,2,0,3,Anuradhapura
258,3,0,3,Anuradhapura
203,2,0,2,Kekirawa
141,3,1,2,Kurunegala
142,2,1,2,Kurunegala
178,0,0,1,Dambulla
205,1,1,3,Colombo
118,2,1,1,Dambulla
206,2,1,3,Colombo
148,0,1,2,Kurunegala
203,0,1,3,Colombo
75,2,1,0,Kekirawa
77,2,1,0,Kekirawa
258,3,0,3,Anuradhapura
89,1,1,0,Kekirawa
86,0,1,0,Kekirawa
77,2,0,0,Kurunegala
148,3,1,2,Kurunegala
171,1,0,1,Dambulla
206,1,0,2,Kekirawa
195,2,0,2,Kekirawa
175,0,0,1,Dambulla
109,2,1,1,Dambulla
201,0,1,3,Colombo
167,1,0,1,Dambulla
85,2,0,0,Kurunegala
141,0,1,2,Kurunegala
200,0,0,2,Kekirawa
85,3,1,0,Kekirawa
200,1,0,2,Kekirawa
107,2,1,1,Dambulla
197,3,0,2,Kekirawa
202,2,1,3,Colombo
177,0,0,1,Dambulla
174,3,0,1,Dambulla
85,1,0,0,Kurunegala
197,0,1,3,Colombo
112,0,1,1,Dambulla
148,1,1,2,Kurunegala
177,3,0,1,Dambulla
258,1,0,3,Anuradhapura
89,0,1,0,Kekirawa
261,1,0,3,Anuradhapura
199,2,0,2,Kekirawa
199,2,0,2,Kekirawa
81,1,1,0,Kekirawa
204,3,0,2,Kekirawa
202,0,0,2,Kekirawa
208,0,0,2,Kekirawa
114,3,1,1,Dambulla
76,0,1,0,Kekirawa
77,1,0,0,Kurunegala
171,2,0,1,Dambulla
206,3,1,3,Colombo
206,2,0,2,Kekirawa
204,2,0,2,Kekirawa
136,2,1,2,Kurunegala
88,0,1,0,Kekirawa
86,2,0,0,Kurunegala
80,0,1,0,Kekirawa
258,3,0,3,Anuradhapura
77,2,0,0,Kurunegala
205,0,0,2,Kekirawa
165,0,0,1,Dambulla
144,1,1,2,Kurunegala
177,1,0,1,Dambulla
135,2,1,2,Kurunegala
178,2,0,1,Dambulla
78,2,0,0,Kurunegala
178,3,0,1,Dambulla
78,3,1,0,Kekirawa
110,1,1,1,Dambulla
81,1,0,0,Kurunegala
116,2,1,1,Dambulla
141,1,1,2,Kurunegala
115,0,1,1,Dambulla
81,0,0,0,Kurunegala
82,3,0,0,Kurunegala
119,1,1,1,Dambulla
168,2,0,1,Dambulla
197,3,0,2,Kekirawa
142,3,1,2,Kurunegala
260,0,0,3,Anuradhapura
77,3,0,0,Kurunegala
262,2,0,3,Anuradhapura
258,2,0,3,Anuradhapura
84,0,0,0,Kurunegala
83,3,1,0,Kekirawa
112,2,1,1,Dambulla
208,1,0,2,Kekirawa
198,0,1,3,Colombo
88,1,0,0,Kurunegala
78,1,0,0,Kurunegala
86,1,1,0,Kekirawa
269,3,0,3,Anuradhapura
76,1,0,0,Kurunegala
166,3,0,1,Dambulla
88,1,0,0,Kurunegala
79,1,0,0,Kurunegala
202,0,0,2,Kekirawa
115,3,1,1,Dambulla
204,2,0,2,Kekirawa
172,2,0,1,Dambulla
137,2,1,2,Kurunegala
77,3,1,0,Kekirawa
165,2,0,1,Dambulla
112,1,1,1,Dambulla
209,0,0,2,Kekirawa
208,1,1,3,Colombo
171,1,0,1,Dambulla
178,1,0,1,Dambulla
259,0,0,3,Anuradhapura
207,2,1,3,Colombo
195,2,0,2,Kekirawa
111,0,1,1,Dambulla
177,3,0,1,Dambulla
116,2,1,1,Dambulla
148,1,1,2,Kurunegala
146,0,1,2,Kurunegala
259,3,0,3,Anuradhapura
84,3,0,0,Kurunegala
173,1,0,1,Dambulla
198,1,1,3,Colombo
208,3,0,2,Kekirawa
89,1,1,0,Kekirawa
166,0,0,1,Dambulla
149,2,1,2,Kurunegala
115,3,1,1,Dambulla
200,3,1,3,Colombo
106,2,1,1,Dambulla
196,3,0,2,Kekirawa
85,2,0,0,Kurunegala
258,2,0,3,Anuradhapura
85,3,1,0,Kekirawa
117,0,1,1,Dambulla
86,2,1,0,Kekirawa
135,0,1,2,Kurunegala
197,2,0,2,Kekirawa
117,1,1,1,Dambulla
78,2,1,0,Kekirawa
80,3,0,0,Kurunegala
265,0,0,3,Anuradhapura
208,2,1,3,Colombo
269,2,0,3,Anuradhapura
204,3,0,2,Kekirawa
256,0,0,3,Anuradhapura
144,0,1,2,Kurunegala
177,2,0,1,Dambulla
258,0,0,3,Anuradhapura
88,3,1,0,Kekirawa
83,1,1,0,Kekirawa
171,0,0,1,Dambulla
147,2,1,2,Kurunegala
112,2,1,1,Dambulla
86,2,0,0,Kurunegala
144,2,1,2,Kurunegala
269,1,0,3,Anuradhapura
111,3,1,1,Dambulla
204,3,1,3,Colombo
116,1,1,1,Dambulla
203,1,0,2,Kekirawa
83,3,0,0,Kurunegala
105,1,1,1,Dambulla
259,0,0,3,Anuradhapura
115,1,1,1,Dambulla
256,0,0,3,Anuradhapura
167,0,0,1,Dambulla
85,1,0,0,Kurunegala
195,3,0,2,Kekirawa
200,3,0,2,Kekirawa
170,1,0,1,Dambulla
79,3,1,0,Kekirawa
144,2,1,2,Kurunegala
142,3,1,2,Kurunegala
107,0,1,1,Dambulla
144,1,1,2,Kurunegala
195,0,1,3,Colombo
259,2,0,3,Anuradhapura
171,3,0,1,Dambulla
204,0,0,2,Kekirawa
111,2,1,1,Dambulla
86,2,0,0,Kurunegala
84,0,1,0,Kekirawa
89,3,0,0,Kurunegala
196,0,0,2,Kekirawa
263,1,0,3,Anuradhapura
144,3,1,2,Kurunegala
175,2,0,1,Dambulla
83,3,0,0,Kurunegala
179,0,0,1,Dambulla
81,2,1,0,Kekirawa
167,0,0,1,Dambulla
269,0,0,3,Anuradhapura
88,2,1,0,Kekirawa
256,0,0,3,Anuradhapura
140,3,1,2,Kurunegala
89,1,0,0,Kurunegala
208,0,0,2,Kekirawa
171,1,0,1,Dambulla
259,3,0,3,Anuradhapura
204,0,1,3,Colombo
105,3,1,1,Dambulla
87,1,1,0,Kekirawa
265,1,0,3,Anuradhapura
171,1,0,1,Dambulla
75,0,1,0,Kekirawa
203,2,1,3,Colombo
148,3,1,2,Kurunegala
86,2,1,0,Kekirawa
208,1,0,2,Kekirawa
268,1,0,3,Anuradhapura
89,0,1,0,Kekirawa
201,1,1,3,Colombo
204,3,1,3,Colombo
137,2,1,2,Kurunegala
86,2,0,0,Kurunegala
87,0,1,0,Kekirawa
144,1,1,2,Kurunegala
197,2,0,2,Kekirawa
83,0,0,0,Kurunegala
84,3,1,0,Kekirawa
258,0,0,3,Anuradhapura
117,1,1,1,Dambulla
76,2,1,0,Kekirawa
170,1,0,1,Dambulla
206,1,0,2,Kekirawa
106,3,1,1,Dambulla
202,3,0,2,Kekirawa
205,1,0,2,Kekirawa
114,1,1,1,Dambulla
267,2,0,3,Anuradhapura
209,1,1,3,Colombo
114,3,1,1,Dambulla
166,3,0,1,Dambulla
264,1,0,3,Anuradhapura
87,3,0,0,Kurunegala
208,0,1,3,Colombo
116,2,1,1,Dambulla
264,3,0,3,Anuradhapura
196,2,1,3,Colombo
201,0,1,3,Colombo
256,3,0,3,Anuradhapura
141,1,1,2,Kurunegala
78,2,0,0,Kurunegala
256,3,0,3,Anuradhapura
149,0,1,2,Kurunegala
82,1,0,0,Kurunegala
81,2,0,0,Kurunegala
148,1,1,2,Kurunegala
110,3,1,1,Dambulla
206,0,0,2,Kekirawa
269,0,0,3,Anuradhapura
207,3,0,2,Kekirawa
76,2,0,0,Kurunegala
84,3,0,0,Kurunegala
114,3,1,1,Dambulla
179,0,0,1,Dambulla
176,1,0,1,Dambulla
76,1,0,0,Kurunegala
203,2,0,2,Kekirawa
80,2,1,0,Kekirawa
115,2,1,1,Dambulla
174,3,0,1,Dambulla
78,0,0,0,Kurunegala
208,0,1,3,Colombo
114,3,1,1,Dambulla
262,2,0,3,Anuradhapura
208,2,1,3,Colombo
85,0,1,0,Kekirawa
166,1,0,1,Dambulla
201,1,1,3,Colombo
201,1,0,2,Kekirawa
116,0,1,1,Dambulla
83,0,1,0,Kekirawa
135,2,1,2,Kurunegala
78,3,1,0,Kekirawa
81,2,0,0,Kurunegala
263,2,0,3,Anuradhapura
81,3,0,0,Kurunegala
174,1,0,1,Dambulla
114,3,1,1,Dambulla
168,3,0,1,Dambulla
138,1,1,2,Kurunegala
198,3,1,3,Colombo
179,1,0,1,Dambulla
137,3,1,2,Kurunegala
199,1,0,2,Kekirawa
197,3,1,3,Colombo
147,0,1,2,Kurunegala
